City,month_year,PM2.5,PM10,NO,NO2,CO,latitude,longitude
Mumbai,2015-06,0.0,0.0,0.0,0.0,0.0,19.0785451,72.878176
Mumbai,2015-07,0.0,0.0,0.0,0.0,0.0,19.0785451,72.878176
Mumbai,2015-08,0.0,0.0,0.0,0.0,0.0,19.0785451,72.878176
Mumbai,2015-09,0.0,0.0,0.0,0.0,0.0,19.0785451,72.878176
Mumbai,2015-10,0.0,0.0,0.0,0.0,0.0,19.0785451,72.878176
Mumbai,2015-11,0.0,0.0,0.0,0.0,0.0,19.0785451,72.878176
Mumbai,2015-12,0.0,0.0,0.0,0.0,0.0,19.0785451,72.878176
Mumbai,2016-01,0.0,0.0,0.0,0.0,0.0,19.0785451,72.878176
Mumbai,2016-02,0.0,0.0,0.0,0.0,0.0,19.0785451,72.878176
Mumbai,2016-03,0.0,0.0,0.0,0.0,0.0,19.0785451,72.878176
Mumbai,2016-04,0.0,0.0,0.0,0.0,0.0,19.0785451,72.878176
Mumbai,2016-05,0.0,0.0,0.0,0.0,0.0,19.0785451,72.878176
Mumbai,2016-06,0.0,0.0,0.0,0.0,0.0,19.0785451,72.878176
Mumbai,2016-07,0.0,0.0,0.0,0.0,0.0,19.0785451,72.878176
Mumbai,2016-08,0.0,0.0,0.0,0.0,0.0,19.0785451,72.878176
Mumbai,2016-09,0.0,0.0,0.0,0.0,0.0,19.0785451,72.878176
Mumbai,2016-10,0.0,0.0,0.0,0.0,0.0,19.0785451,72.878176
Mumbai,2016-11,0.0,0.0,0.0,0.0,0.0,19.0785451,72.878176
Mumbai,2016-12,0.0,0.0,0.0,0.0,0.0,19.0785451,72.878176
Mumbai,2017-01,0.0,0.0,0.0,0.0,0.0,19.0785451,72.878176
Mumbai,2017-02,0.0,0.0,0.0,0.0,0.0,19.0785451,72.878176
Mumbai,2017-03,0.0,0.0,0.0,0.0,0.0,19.0785451,72.878176
Mumbai,2017-04,0.0,0.0,0.0,0.0,0.0,19.0785451,72.878176
Mumbai,2017-05,0.0,0.0,0.0,0.0,0.0,19.0785451,72.878176
Mumbai,2017-06,0.0,0.0,0.0,0.0,0.0,19.0785451,72.878176
Mumbai,2017-07,0.0,0.0,0.0,0.0,0.0,19.0785451,72.878176
Mumbai,2017-08,0.0,0.0,0.0,0.0,0.0,19.0785451,72.878176
Mumbai,2017-09,0.0,0.0,0.0,0.0,0.0,19.0785451,72.878176
Mumbai,2017-10,0.0,0.0,0.0,0.0,0.0,19.0785451,72.878176
Mumbai,2017-11,0.0,0.0,0.0,0.0,0.0,19.0785451,72.878176
Mumbai,2017-12,0.0,0.0,0.0,0.0,0.0,19.0785451,72.878176
Mumbai,2018-01,0.0,0.0,298.89,0.0,46.050000000000004,19.0785451,72.878176
Mumbai,2018-02,0.0,0.0,718.5699999999999,8.94,39.19,19.0785451,72.878176
Mumbai,2018-03,0.0,0.0,200.42000000000002,0.0,48.69,19.0785451,72.878176
Mumbai,2018-04,25.5,58.53,92.44,20.08,32.18,19.0785451,72.878176
Mumbai,2018-05,537.5,1371.5,395.51,408.3,32.42,19.0785451,72.878176
Mumbai,2018-06,566.57,948.68,355.37,235.87,39.339999999999996,19.0785451,72.878176
Mumbai,2018-07,491.21,1880.01,488.25,546.71,37.41,19.0785451,72.878176
Mumbai,2018-08,678.91,1881.55,465.17,764.28,36.5,19.0785451,72.878176
Mumbai,2018-09,868.6,2185.58,852.37,789.93,44.92,19.0785451,72.878176
Mumbai,2018-10,1331.0,3611.2999999999997,1065.58,815.4,57.339999999999996,19.0785451,72.878176
Mumbai,2018-11,1698.54,4376.89,1643.8,1341.15,69.19,19.0785451,72.878176
Mumbai,2018-12,2022.0,5153.45,1537.15,1742.12,67.09,19.0785451,72.878176
Mumbai,2019-01,2041.07,6023.67,1610.57,1487.22,81.62,19.0785451,72.878176
Mumbai,2019-02,1530.56,4459.33,1299.56,723.52,63.66,19.0785451,72.878176
Mumbai,2019-03,942.73,3728.11,1502.71,479.74,53.52,19.0785451,72.878176
Mumbai,2019-04,617.09,2335.11,1114.27,677.21,54.27,19.0785451,72.878176
Mumbai,2019-05,480.26,2022.85,929.12,423.06,51.56,19.0785451,72.878176
Mumbai,2019-06,440.58,1743.23,706.39,401.21,18.65,19.0785451,72.878176
Mumbai,2019-07,384.56,1407.48,782.08,397.91,14.74,19.0785451,72.878176
Mumbai,2019-08,409.46,1587.41,674.35,307.16,15.7,19.0785451,72.878176
Mumbai,2019-09,369.95,1127.5,591.26,425.15999999999997,16.81,19.0785451,72.878176
Mumbai,2019-10,1090.95,2369.62,779.71,771.88,29.7,19.0785451,72.878176
Mumbai,2019-11,1833.81,3551.2799999999997,632.41,1166.79,28.57,19.0785451,72.878176
Mumbai,2019-12,2537.93,4657.14,829.3199999999999,1232.21,33.81,19.0785451,72.878176
Mumbai,2020-01,2258.99,4682.49,973.4,1207.91,31.75,19.0785451,72.878176
Mumbai,2020-02,1942.06,4632.05,984.28,1385.6599999999999,30.36,19.0785451,72.878176
Mumbai,2020-03,1014.19,3301.71,661.78,730.46,18.77,19.0785451,72.878176
Mumbai,2020-04,685.49,1987.95,414.26,232.71,13.53,19.0785451,72.878176
Mumbai,2020-05,454.96000000000004,1665.21,597.46,241.03,8.88,19.0785451,72.878176
Mumbai,2020-06,337.23,1055.57,563.75,350.55,11.040000000000001,19.0785451,72.878176
Mumbai,2020-07,3.84,11.28,27.64,5.57,0.37,19.0785451,72.878176
Patna,2015-06,0.0,0.0,585.1899999999999,556.47,43.46,25.6093239,85.1235252
Patna,2015-07,0.0,0.0,617.8,422.61,57.61,25.6093239,85.1235252
Patna,2015-08,0.0,0.0,660.51,486.69,45.55,25.6093239,85.1235252
Patna,2015-09,0.0,0.0,812.45,556.67,37.44,25.6093239,85.1235252
Patna,2015-10,2910.1,0.0,1510.43,727.07,40.03,25.6093239,85.1235252
Patna,2015-11,6667.93,0.0,2446.49,925.05,67.18,25.6093239,85.1235252
Patna,2015-12,8645.2,0.0,2402.89,1191.36,85.46,25.6093239,85.1235252
Patna,2016-01,9144.47,0.0,2420.32,1139.46,87.25,25.6093239,85.1235252
Patna,2016-02,4226.71,0.0,1211.63,770.06,39.96,25.6093239,85.1235252
Patna,2016-03,3383.42,0.0,657.14,689.99,44.61,25.6093239,85.1235252
Patna,2016-04,2359.61,0.0,600.27,307.47,41.63,25.6093239,85.1235252
Patna,2016-05,2750.5099999999998,0.0,491.86,511.56,45.58,25.6093239,85.1235252
Patna,2016-06,1850.7,0.0,512.96,595.39,42.71,25.6093239,85.1235252
Patna,2016-07,1359.19,0.0,788.97,580.17,43.02,25.6093239,85.1235252
Patna,2016-08,1582.55,0.0,593.33,536.79,37.12,25.6093239,85.1235252
Patna,2016-09,1844.83,0.0,763.28,545.12,38.15,25.6093239,85.1235252
Patna,2016-10,4116.78,0.0,626.53,696.35,42.18,25.6093239,85.1235252
Patna,2016-11,7515.39,0.0,1265.95,1020.46,60.12,25.6093239,85.1235252
Patna,2016-12,7985.89,0.0,1540.31,890.44,84.41,25.6093239,85.1235252
Patna,2017-01,6377.94,0.0,1571.29,1209.09,63.72,25.6093239,85.1235252
Patna,2017-02,2105.77,0.0,725.77,718.33,21.66,25.6093239,85.1235252
Patna,2017-03,3450.15,0.0,1352.31,1517.91,47.11,25.6093239,85.1235252
Patna,2017-04,1665.57,0.0,43.83,104.22,16.84,25.6093239,85.1235252
Patna,2017-05,0.0,0.0,0.0,0.0,0.0,25.6093239,85.1235252
Patna,2017-06,0.0,0.0,0.0,0.0,0.0,25.6093239,85.1235252
Patna,2017-07,0.0,0.0,0.0,0.0,0.0,25.6093239,85.1235252
Patna,2017-08,0.0,0.0,0.0,0.0,0.0,25.6093239,85.1235252
Patna,2017-09,316.93,0.0,101.56,132.78,1.35,25.6093239,85.1235252
Patna,2017-10,2533.16,0.0,698.61,1236.69,13.87,25.6093239,85.1235252
Patna,2017-11,5815.75,0.0,2019.6100000000001,3648.8,55.14,25.6093239,85.1235252
Patna,2017-12,7933.08,0.0,1262.8600000000001,2140.33,81.75999999999999,25.6093239,85.1235252
Patna,2018-01,6627.55,0.0,1172.12,1679.26,75.87,25.6093239,85.1235252
Patna,2018-02,4171.53,0.0,357.26,887.57,44.95,25.6093239,85.1235252
Patna,2018-03,3706.1600000000003,0.0,372.55,1074.75,49.56,25.6093239,85.1235252
Patna,2018-04,2692.38,0.0,312.92,882.03,35.83,25.6093239,85.1235252
Patna,2018-05,2196.14,0.0,357.32,1487.99,34.06,25.6093239,85.1235252
Patna,2018-06,2000.51,0.0,384.93,2096.6,28.16,25.6093239,85.1235252
Patna,2018-07,1373.94,0.0,570.92,2120.14,30.74,25.6093239,85.1235252
Patna,2018-08,1656.67,0.0,791.0,2079.96,40.160000000000004,25.6093239,85.1235252
Patna,2018-09,1897.87,0.0,441.95,1705.89,25.21,25.6093239,85.1235252
Patna,2018-10,3349.71,0.0,469.51,1064.34,50.86,25.6093239,85.1235252
Patna,2018-11,6263.33,0.0,577.47,516.82,68.81,25.6093239,85.1235252
Patna,2018-12,8128.860000000001,0.0,749.01,1065.0,74.12,25.6093239,85.1235252
Patna,2019-01,8105.34,0.0,970.04,1275.55,57.84,25.6093239,85.1235252
Patna,2019-02,3962.94,0.0,593.95,1237.52,46.21,25.6093239,85.1235252
Patna,2019-03,2691.51,0.0,483.68,1617.97,50.34,25.6093239,85.1235252
Patna,2019-04,1626.15,0.0,441.11,1430.23,36.31,25.6093239,85.1235252
Patna,2019-05,1749.58,0.0,291.59,306.54,41.48,25.6093239,85.1235252
Patna,2019-06,1361.18,0.0,320.03,1302.8700000000001,37.72,25.6093239,85.1235252
Patna,2019-07,997.79,0.0,416.99,1245.22,39.53,25.6093239,85.1235252
Patna,2019-08,1066.15,0.0,542.15,1175.04,49.06,25.6093239,85.1235252
Patna,2019-09,1184.97,0.0,784.52,1841.86,38.74,25.6093239,85.1235252
Patna,2019-10,3057.9,0.0,479.85,1039.61,51.01,25.6093239,85.1235252
Patna,2019-11,6054.33,0.0,1372.82,1847.11,57.93,25.6093239,85.1235252
Patna,2019-12,6131.3,1578.9,837.14,907.56,61.019999999999996,25.6093239,85.1235252
Patna,2020-01,3902.24,5287.17,1763.05,1080.7,59.95,25.6093239,85.1235252
Patna,2020-02,2460.62,4909.55,1943.35,1492.04,33.83,25.6093239,85.1235252
Patna,2020-03,1993.94,4388.2,1651.31,1599.8,39.44,25.6093239,85.1235252
Patna,2020-04,1179.7,2983.98,1799.18,790.88,35.48,25.6093239,85.1235252
Patna,2020-05,981.71,3136.46,1897.46,591.4,16.61,25.6093239,85.1235252
Patna,2020-06,668.24,1866.78,1224.8999999999999,673.8199999999999,21.27,25.6093239,85.1235252
Patna,2020-07,35.42,57.82,44.5,31.15,0.82,25.6093239,85.1235252
Shillong,2019-08,99.62,141.11,6.51,17.62,1.58,25.5760446,91.8825282
Shillong,2019-09,2375.62,2812.38,38.46,108.05,8.35,25.5760446,91.8825282
Shillong,2019-10,393.26,743.09,22.91,71.0,8.86,25.5760446,91.8825282
Shillong,2019-11,102.76,119.21000000000001,6.04,18.91,1.56,25.5760446,91.8825282
Shillong,2019-12,271.93,245.46,18.77,59.1,5.86,25.5760446,91.8825282
Shillong,2020-01,917.7,1075.67,23.66,76.35,9.88,25.5760446,91.8825282
Shillong,2020-02,1314.05,1775.6,23.48,79.8,11.01,25.5760446,91.8825282
Shillong,2020-03,1115.96,1681.8600000000001,27.32,81.71,8.23,25.5760446,91.8825282
Shillong,2020-04,150.81,284.74,4.41,12.8,0.86,25.5760446,91.8825282
Shillong,2020-05,494.88,759.5600000000001,28.14,80.25,5.41,25.5760446,91.8825282
Shillong,2020-06,329.41,501.92,29.52,82.2,4.69,25.5760446,91.8825282
Shillong,2020-07,16.7,29.4,0.97,2.7,0.1,25.5760446,91.8825282
Talcher,2017-12,0.0,0.0,0.0,0.0,13.84,20.9458183,85.2111736
Talcher,2018-01,0.0,0.0,0.0,0.37,7.57,20.9458183,85.2111736
Talcher,2018-02,3498.4,7601.07,1014.45,1076.67,41.88,20.9458183,85.2111736
Talcher,2018-03,3506.61,7071.02,1553.15,681.28,51.79,20.9458183,85.2111736
Talcher,2018-04,1166.92,2665.85,809.29,286.58,55.08,20.9458183,85.2111736
Talcher,2018-05,1590.38,3579.55,646.3,415.42,55.28,20.9458183,85.2111736
Talcher,2018-06,831.81,2769.89,167.70999999999998,116.05,42.72,20.9458183,85.2111736
Talcher,2018-07,664.55,3157.63,867.22,85.33,58.35,20.9458183,85.2111736
Talcher,2018-08,460.03000000000003,1226.6,409.53,32.1,33.84,20.9458183,85.2111736
Talcher,2018-09,0.0,1.32,0.0,534.33,0.0,20.9458183,85.2111736
Talcher,2018-10,794.99,258.87,1915.24,1214.98,41.69,20.9458183,85.2111736
Talcher,2018-11,2415.7599999999998,10337.539999999999,1420.51,159.64,49.13,20.9458183,85.2111736
Talcher,2018-12,2743.39,6726.58,725.37,62.54,80.96,20.9458183,85.2111736
Talcher,2019-01,3271.69,10191.13,554.55,96.78,86.34,20.9458183,85.2111736
Talcher,2019-02,2140.82,10398.85,975.94,3.79,81.03,20.9458183,85.2111736
Talcher,2019-03,1304.85,5634.54,876.58,125.49,63.86,20.9458183,85.2111736
Talcher,2019-04,1195.48,4662.43,775.76,437.43,39.47,20.9458183,85.2111736
Talcher,2019-05,1013.98,4293.08,597.55,360.97,32.31,20.9458183,85.2111736
Talcher,2019-06,715.48,2951.19,925.12,221.07,37.44,20.9458183,85.2111736
Talcher,2019-07,673.2,2659.48,1117.75,166.07,47.1,20.9458183,85.2111736
Talcher,2019-08,666.49,1629.32,832.41,241.18,61.17,20.9458183,85.2111736
Talcher,2019-09,486.86,1268.54,967.7,163.82999999999998,31.4,20.9458183,85.2111736
Talcher,2019-10,665.98,1256.78,683.91,207.98,34.05,20.9458183,85.2111736
Talcher,2019-11,1751.68,5704.12,849.1700000000001,189.37,52.25,20.9458183,85.2111736
Talcher,2019-12,3219.92,7757.87,916.91,1014.42,51.01,20.9458183,85.2111736
Talcher,2020-01,4867.2,8631.77,378.73,445.13,50.95,20.9458183,85.2111736
Talcher,2020-02,2507.32,4183.1,321.04,144.62,43.76,20.9458183,85.2111736
Talcher,2020-03,1159.43,2213.41,690.98,142.88,52.24,20.9458183,85.2111736
Talcher,2020-04,649.75,1866.83,567.81,242.0,65.32,20.9458183,85.2111736
Talcher,2020-05,949.83,2042.84,603.29,510.96,47.12,20.9458183,85.2111736
Talcher,2020-06,563.77,894.18,259.07,293.5,25.21,20.9458183,85.2111736
Talcher,2020-07,24.85,31.06,27.73,29.36,1.52,20.9458183,85.2111736
Thiruvananthapuram,2017-06,208.73,346.62,21.74,72.0,7.76,8.4882267,76.947551
Thiruvananthapuram,2017-07,501.33,1287.47,57.059999999999995,165.76,17.7,8.4882267,76.947551
Thiruvananthapuram,2017-08,516.69,1282.26,58.5,199.78,29.39,8.4882267,76.947551
Thiruvananthapuram,2017-09,420.8,1011.12,58.98,163.57999999999998,28.99,8.4882267,76.947551
Thiruvananthapuram,2017-10,258.85,456.65999999999997,18.48,80.15,3.79,8.4882267,76.947551
Thiruvananthapuram,2017-11,1135.85,1655.33,58.58,337.25,36.97,8.4882267,76.947551
Thiruvananthapuram,2017-12,1309.8899999999999,1934.21,59.589999999999996,206.32,36.67,8.4882267,76.947551
Thiruvananthapuram,2018-01,2106.61,2978.56,57.28,445.4,42.22,8.4882267,76.947551
Thiruvananthapuram,2018-02,1328.09,2243.04,46.15,454.97,26.490000000000002,8.4882267,76.947551
Thiruvananthapuram,2018-03,1176.66,2129.42,51.61,409.41,37.64,8.4882267,76.947551
Thiruvananthapuram,2018-04,792.78,1589.94,72.86,361.72,27.63,8.4882267,76.947551
Thiruvananthapuram,2018-05,588.72,1162.72,93.59,326.93,27.57,8.4882267,76.947551
Thiruvananthapuram,2018-06,436.49,1134.22,93.05,333.45,24.25,8.4882267,76.947551
Thiruvananthapuram,2018-07,459.94,1256.51,93.66,259.9,24.85,8.4882267,76.947551
Thiruvananthapuram,2018-08,396.96,1114.92,89.71,186.79,38.92,8.4882267,76.947551
Thiruvananthapuram,2018-09,592.11,1405.89,83.25,204.65,24.37,8.4882267,76.947551
Thiruvananthapuram,2018-10,878.86,1564.52,91.4,234.59,33.04,8.4882267,76.947551
Thiruvananthapuram,2018-11,1344.19,2002.01,122.13,214.38,40.64,8.4882267,76.947551
Thiruvananthapuram,2018-12,1727.1,2621.55,106.81,233.99,80.97,8.4882267,76.947551
Thiruvananthapuram,2019-01,1861.16,2932.07,62.89,298.77,14.52,8.4882267,76.947551
Thiruvananthapuram,2019-02,1058.56,1900.6200000000001,26.82,219.0,20.79,8.4882267,76.947551
Thiruvananthapuram,2019-03,1081.74,2417.73,27.96,180.24,23.12,8.4882267,76.947551
Thiruvananthapuram,2019-04,749.11,1644.77,38.57,164.65,25.99,8.4882267,76.947551
Thiruvananthapuram,2019-05,708.56,1973.26,43.01,154.86,29.95,8.4882267,76.947551
Thiruvananthapuram,2019-06,253.17,760.97,20.57,66.5,13.14,8.4882267,76.947551
Thiruvananthapuram,2019-07,370.3,1020.15,31.33,113.25,24.490000000000002,8.4882267,76.947551
Thiruvananthapuram,2019-08,378.22,936.58,30.13,111.58,20.54,8.4882267,76.947551
Thiruvananthapuram,2019-09,391.74,842.08,27.8,102.47,28.69,8.4882267,76.947551
Thiruvananthapuram,2019-10,476.01,821.85,23.88,112.87,28.58,8.4882267,76.947551
Thiruvananthapuram,2019-11,652.36,1295.74,145.47,317.49,40.52,8.4882267,76.947551
Thiruvananthapuram,2019-12,924.08,1706.19,363.63,682.4,45.8,8.4882267,76.947551
Thiruvananthapuram,2020-01,1114.11,2005.0900000000001,313.38,726.78,30.81,8.4882267,76.947551
Thiruvananthapuram,2020-02,1200.83,2012.93,246.74,653.17,27.9,8.4882267,76.947551
Thiruvananthapuram,2020-03,893.27,1730.17,223.63,457.75,31.92,8.4882267,76.947551
Thiruvananthapuram,2020-04,569.62,1207.15,161.59,236.39,14.46,8.4882267,76.947551
Thiruvananthapuram,2020-05,516.31,1211.15,359.85,313.31,16.05,8.4882267,76.947551
Thiruvananthapuram,2020-06,617.38,1145.1,251.47,335.09,15.16,8.4882267,76.947551
Thiruvananthapuram,2020-07,2.0,35.0,1.68,2.3,0.42,8.4882267,76.947551
Visakhapatnam,2016-07,793.53,2301.44,461.24,1220.21,28.810000000000002,17.7231276,83.3012842
Visakhapatnam,2016-08,836.95,2491.74,433.62,1018.4499999999999,28.47,17.7231276,83.3012842
Visakhapatnam,2016-09,1101.96,2151.5099999999998,519.95,984.11,25.14,17.7231276,83.3012842
Visakhapatnam,2016-10,1544.95,2713.29,534.26,1328.52,29.59,17.7231276,83.3012842
Visakhapatnam,2016-11,1813.02,2933.76,490.6,1562.18,40.53,17.7231276,83.3012842
Visakhapatnam,2016-12,1849.66,3059.93,526.26,1435.25,41.38,17.7231276,83.3012842
Visakhapatnam,2017-01,2122.64,3472.46,501.8,1290.27,39.19,17.7231276,83.3012842
Visakhapatnam,2017-02,2115.55,4050.75,530.36,1138.22,32.84,17.7231276,83.3012842
Visakhapatnam,2017-03,1263.41,2795.32,481.75,723.69,30.25,17.7231276,83.3012842
Visakhapatnam,2017-04,403.36,998.98,180.86,184.38,17.15,17.7231276,83.3012842
Visakhapatnam,2017-05,0.0,0.0,0.0,0.0,0.0,17.7231276,83.3012842
Visakhapatnam,2017-06,0.0,0.0,0.0,0.0,0.0,17.7231276,83.3012842
Visakhapatnam,2017-07,0.0,0.0,0.0,0.0,0.0,17.7231276,83.3012842
Visakhapatnam,2017-08,0.0,0.0,0.0,0.0,0.0,17.7231276,83.3012842
Visakhapatnam,2017-09,0.0,0.0,0.0,0.0,0.0,17.7231276,83.3012842
Visakhapatnam,2017-10,365.0,876.5600000000001,24.99,0.0,4.13,17.7231276,83.3012842
Visakhapatnam,2017-11,1247.58,2444.48,155.28,462.14,25.97,17.7231276,83.3012842
Visakhapatnam,2017-12,2490.9700000000003,4451.8,434.73,1411.76,35.45,17.7231276,83.3012842
Visakhapatnam,2018-01,2766.18,5457.42,748.5,1580.43,38.48,17.7231276,83.3012842
Visakhapatnam,2018-02,1885.85,4547.1,546.49,1163.75,22.65,17.7231276,83.3012842
Visakhapatnam,2018-03,1600.24,3628.68,273.79,1333.55,22.41,17.7231276,83.3012842
Visakhapatnam,2018-04,741.67,2197.83,285.27,861.87,16.52,17.7231276,83.3012842
Visakhapatnam,2018-05,660.94,2297.98,294.35,916.73,14.2,17.7231276,83.3012842
Visakhapatnam,2018-06,984.83,2949.18,145.03,1176.8799999999999,14.77,17.7231276,83.3012842
Visakhapatnam,2018-07,1037.5,3020.11,353.16,1210.86,16.59,17.7231276,83.3012842
Visakhapatnam,2018-08,1072.3600000000001,2823.0,448.77,1142.15,21.580000000000002,17.7231276,83.3012842
Visakhapatnam,2018-09,1347.72,3209.64,418.88,1123.32,24.88,17.7231276,83.3012842
Visakhapatnam,2018-10,1972.46,4414.88,374.82,1314.93,20.830000000000002,17.7231276,83.3012842
Visakhapatnam,2018-11,1156.48,2172.25,185.75,512.29,14.46,17.7231276,83.3012842
Visakhapatnam,2018-12,2173.18,3645.7,230.1,1066.77,20.580000000000002,17.7231276,83.3012842
Visakhapatnam,2019-01,3461.16,6583.76,573.84,1911.94,34.17,17.7231276,83.3012842
Visakhapatnam,2019-02,1768.91,3866.19,491.33,1209.71,23.96,17.7231276,83.3012842
Visakhapatnam,2019-03,950.69,2945.35,390.19,1065.21,22.39,17.7231276,83.3012842
Visakhapatnam,2019-04,792.03,2688.46,426.52,861.73,22.41,17.7231276,83.3012842
Visakhapatnam,2019-05,1288.01,4272.07,268.45,922.7,25.71,17.7231276,83.3012842
Visakhapatnam,2019-06,1126.21,3337.97,282.28,1276.6,24.55,17.7231276,83.3012842
Visakhapatnam,2019-07,955.05,3069.23,409.09,1199.3799999999999,22.91,17.7231276,83.3012842
Visakhapatnam,2019-08,935.37,2585.22,378.05,680.9,24.94,17.7231276,83.3012842
Visakhapatnam,2019-09,638.17,1799.07,552.01,814.19,22.29,17.7231276,83.3012842
Visakhapatnam,2019-10,955.65,2414.16,613.36,1192.79,25.32,17.7231276,83.3012842
Visakhapatnam,2019-11,2141.2799999999997,3962.71,305.34000000000003,1230.78,27.77,17.7231276,83.3012842
Visakhapatnam,2019-12,1712.1100000000001,2219.21,264.57,1029.68,30.25,17.7231276,83.3012842
Visakhapatnam,2020-01,1845.48,3773.37,322.69,1090.45,34.160000000000004,17.7231276,83.3012842
Visakhapatnam,2020-02,1305.66,2764.75,160.84,1003.06,29.44,17.7231276,83.3012842
Visakhapatnam,2020-03,906.85,2384.29,173.63,926.9,22.3,17.7231276,83.3012842
Visakhapatnam,2020-04,466.62,1499.19,320.53000000000003,784.95,3.08,17.7231276,83.3012842
Visakhapatnam,2020-05,551.67,2128.69,81.4,692.28,6.1,17.7231276,83.3012842
Visakhapatnam,2020-06,702.65,2430.88,141.83,1069.72,19.19,17.7231276,83.3012842
Visakhapatnam,2020-07,15.0,66.0,0.4,26.85,0.59,17.7231276,83.3012842
